accuracy,loss,val_accuracy,val_loss,learning_rate
0.7143999934196472,0.8214219808578491,0.45739999413490295,1.665100336074829,0.0010000000474974513
0.8288999795913696,0.4662588834762573,0.8684999942779541,0.3605490028858185,0.0010000000474974513
0.8609833121299744,0.38351237773895264,0.8705000281333923,0.3473982810974121,0.0010000000474974513
0.8767333626747131,0.34381598234176636,0.8888000249862671,0.31040406227111816,0.0010000000474974513
0.8870333433151245,0.31385570764541626,0.8948000073432922,0.28972387313842773,0.0010000000474974513
0.8930333256721497,0.2966395914554596,0.8938000202178955,0.29502344131469727,0.0010000000474974513
0.8959333300590515,0.2860001027584076,0.9000999927520752,0.2772858440876007,0.0010000000474974513
0.9016666412353516,0.27076834440231323,0.9031000137329102,0.26166051626205444,0.0010000000474974513
0.9057499766349792,0.261496901512146,0.9078999757766724,0.2530522644519806,0.0010000000474974513
0.9077333211898804,0.25136396288871765,0.9024999737739563,0.2708791494369507,0.0010000000474974513
0.9116666913032532,0.24260960519313812,0.9031999707221985,0.2669275403022766,0.0010000000474974513
0.914983332157135,0.2372717559337616,0.9135000109672546,0.24141892790794373,0.0010000000474974513
0.916450023651123,0.2279302030801773,0.9175999760627747,0.23740258812904358,0.0010000000474974513
0.9199000000953674,0.2204335778951645,0.8996999859809875,0.26983821392059326,0.0010000000474974513
0.9209833145141602,0.21796053647994995,0.91839998960495,0.22728034853935242,0.0010000000474974513
0.9250500202178955,0.2077929675579071,0.9204999804496765,0.2234129160642624,0.0010000000474974513
0.9258333444595337,0.20326979458332062,0.9168999791145325,0.23563134670257568,0.0010000000474974513
0.9268666505813599,0.2016918659210205,0.9041000008583069,0.2627581059932709,0.0010000000474974513
0.9286500215530396,0.19692716002464294,0.92330002784729,0.2207442820072174,0.0010000000474974513
0.9306833148002625,0.19161860644817352,0.9222000241279602,0.21943053603172302,0.0010000000474974513
0.9307000041007996,0.18861187994480133,0.9254000186920166,0.21100744605064392,0.0010000000474974513
0.9325166940689087,0.18337608873844147,0.9204000234603882,0.22603823244571686,0.0010000000474974513
0.9328666925430298,0.18295377492904663,0.9027000069618225,0.29745152592658997,0.0010000000474974513
0.9345166683197021,0.17918412387371063,0.9280999898910522,0.20650844275951385,0.0010000000474974513
0.9365500211715698,0.17360039055347443,0.9240999817848206,0.2089550495147705,0.0010000000474974513
0.9381833076477051,0.17110903561115265,0.925599992275238,0.2191457748413086,0.0010000000474974513
0.9386666417121887,0.16814596951007843,0.9187999963760376,0.23753876984119415,0.0010000000474974513
0.9390333294868469,0.16527046263217926,0.9243999719619751,0.21416322886943817,0.0010000000474974513
0.941433310508728,0.16107402741909027,0.9275000095367432,0.21227875351905823,0.0010000000474974513
0.9476000070571899,0.1405908763408661,0.9333000183105469,0.1975805163383484,0.00020000000949949026
0.9511500000953674,0.13208754360675812,0.9320999979972839,0.19845376908779144,0.00020000000949949026
0.9533166885375977,0.12759238481521606,0.933899998664856,0.19954894483089447,0.00020000000949949026
0.9516833424568176,0.12908142805099487,0.9337000250816345,0.19996203482151031,0.00020000000949949026
0.9548666477203369,0.12218169122934341,0.9344000220298767,0.1947811245918274,0.00020000000949949026
0.9549166560173035,0.12160766869783401,0.9341999888420105,0.19741521775722504,0.00020000000949949026
0.9545833468437195,0.11952752619981766,0.934499979019165,0.19722270965576172,0.00020000000949949026
0.9559000134468079,0.11789286881685257,0.9336000084877014,0.2013990879058838,0.00020000000949949026
0.9560166597366333,0.11815260350704193,0.9329000115394592,0.199965700507164,0.00020000000949949026
0.9565333127975464,0.11394020169973373,0.9323999881744385,0.2052297592163086,0.00020000000949949026
0.9587500095367432,0.10949590802192688,0.9340000152587891,0.20236560702323914,9.999999747378752e-05
0.9591000080108643,0.11027464270591736,0.933899998664856,0.20354565978050232,9.999999747378752e-05
0.959850013256073,0.10702552646398544,0.9344000220298767,0.20082926750183105,9.999999747378752e-05
0.9598000049591064,0.10694871097803116,0.9333000183105469,0.205918088555336,9.999999747378752e-05
0.9596999883651733,0.10722927004098892,0.9355000257492065,0.20278576016426086,9.999999747378752e-05
